"title","feedUrl","iTunesUrl"
"poikkitaiteellista-eitanssia","http://feeds.feedburner.com/Poikkitaiteellista-eitanssia",
"Politbyroo","http://feeds.soundcloud.com/users/soundcloud:users:266044321/sounds.rss",
"Polkuporinat","https://feeds.podcastmirror.com/polkuporinat",
"Pop-Filtteri Podcast","http://popfiltteripodcast.podomatic.com/rss2.xml","https://itunes.apple.com/fi/podcast/pop-filtteri-podcast/id1061999454?l=fi&mt=2"
"Premium Value Bets Betcast","http://valuebets.fi/feed/podcast","https://itunes.apple.com/fi/podcast/premium-value-bets-betcast/id988330004?mt=2"
"ps. tykitellään","http://jakso.fi/podcastit/ps-tykitellaeaen/feed",
"Psykoprat","http://feeds.soundcloud.com/users/soundcloud:users:247978564/sounds.rss",
"Puhekupla","http://feeds.soundcloud.com/users/soundcloud:users:193985368/sounds.rss","https://itunes.apple.com/us/podcast/puhekupla/id1076242825?mt=2"
"Puhetta maailmasta -podcast","http://feeds.soundcloud.com/users/soundcloud:users:436135389/sounds.rss",
"PuhujainKulma","http://feeds.feedburner.com/PuhujainKulma","https://itunes.apple.com/fi/podcast/puhujainkulma/id250286879?l=fi&mt=2"
"Pulloposti-podcast","https://feeds.buzzsprout.com/184589.rss",
"Pyöreä pöytä","http://feeds.yle.fi/areena/v1/series/1-2587342.rss?lang=fi&downloadable=true",
"Päivystävät dosentit","https://feeds.yle.fi/areena/v1/series/1-4113529.rss?lang=fi&downloadable=true",
"Päivän mietelause","http://feeds.yle.fi/areena/v1/series/1-2316565.rss?lang=fi&downloadable=true","https://itunes.apple.com/fi/podcast/paivan-mietelause/id993154043?l=fi&mt=2"
"Radio Sodoma","https://feeds.yle.fi/areena/v1/series/1-4150922.rss?lang=fi&downloadable=true","https://itunes.apple.com/fi/podcast/radio-sodoma/id1243453820?mt=2"
"Radio Wyrd Podcast","http://radiowyrd.podomatic.com/rss2.xml",
"Rakkaudella, Lasse ja Konsta","https://feeds.soundcloud.com/users/soundcloud:users:233248431/sounds.rss",
"Ranskaa raakana!","http://isosavi.podbean.com/feed/",
"Raumam Boikien tarina","http://raumamboikientarina.libsyn.com/rss","https://itunes.apple.com/en/podcast/raumam-boikien-tarina/id1113995158?mt=2"
"Reeta ja improihmiset","http://feeds.soundcloud.com/users/soundcloud:users:315362297/sounds.rss",
"Respawn.fi Podcast","https://anchor.fm/s/53c25bc/podcast/rss","https://itunes.apple.com/us/podcast/respawn-fi-podcast/id1409779175?mt=2"
"Rikospaikkaradio","https://tools.planetradio.co.uk/core/podcasts/rss.php?name=rikospaikkaradio",
"Rookie","http://jakso.fi/podcastit/rookie/feed",
"Rotuopin kahdeksat kasvot","https://feeds.yle.fi/areena/v1/series/1-4255663.rss?lang=fi&downloadable=true",
"Ruohonjuuri Podcast","http://feeds.soundcloud.com/users/soundcloud:users:307968161/sounds.rss",
"Ruokola²","http://ruokola2.libsyn.com/rss","https://itunes.apple.com/fi/podcast/ruokola2/id1046787881?l=fi&mt=2"
"Ruutuääni","http://feeds.feedburner.com/Ruutuaani","https://itunes.apple.com/fi/podcast/ruutu%C3%A4%C3%A4ni/id1214621735?l=fi&mt=2"
"Rötöspojat","http://feeds.soundcloud.com/users/soundcloud:users:162706815/sounds.rss",
"SalesComm KasvuPodcast","http://feeds.soundcloud.com/users/soundcloud:users:152262441/sounds.rss","https://itunes.apple.com/fi/podcast/salescomm-kasvupodcast/id995155479?l=fi&mt=2"
"Se alkuperäinen WP podcast","http://feeds.soundcloud.com/users/soundcloud:users:258269496/sounds.rss",
"Second Act","http://secondact.fi/podcast/","http://itunes.apple.com/fi/podcast/second-act/id397672595"
"Siinä sivussa -kirjastopodcast","http://feeds.soundcloud.com/users/soundcloud:users:411740259/sounds.rss","https://itunes.apple.com/fi/podcast/siin%C3%A4-sivussa-kirjastopodcast/id1369964748?l=fi&mt=2"
"Sivistyssanabattle","http://tools.planetradio.co.uk/core/podcasts/rss.php?name=sivistyssanabattle",
"Sivumennen","http://feeds.soundcloud.com/users/soundcloud:users:205510132/sounds.rss","https://itunes.apple.com/fi/podcast/sivumennen/id1084652670?l=fi&mt=2"
"Sivupolkuja","http://feeds.soundcloud.com/users/soundcloud:users:180092900/sounds.rss","https://itunes.apple.com/fi/podcast/sivupolkuja/id1050622252?l=fi&mt=2"
"SKR PODCAST","https://www.blubrry.com/feeds/skr_podcast.xml","https://itunes.apple.com/fi/podcast/skr-podcast/id1435527784"
"Slush","https://cms.podcastit.me/podcast/slush/feed/","https://itunes.apple.com/fi/podcast/slush/id1387759712?mt=2&ls=1#episodeGuid=http%3A%2F%2Fcms.podcastit.me%2F%3Fp%3D606"
"Social Selling Mastery","http://feeds.soundcloud.com/users/soundcloud:users:86894983/sounds.rss",
"SomeCast","http://feeds.soundcloud.com/users/soundcloud:users:186710143/sounds.rss",
"Soraääniä - Epäsuoraa järkipuhetta","https://soraaania.podbean.com/feed/",
"Spam Filter","https://cms.podcastit.me/podcast/spam-filter/feed/",
"Sporttimeisterit","https://tools.planetradio.co.uk/core/podcasts/rss.php?name=sporttimeisterit",
"StartTalk","http://feeds.soundcloud.com/users/soundcloud:users:186768483/sounds.rss","https://itunes.apple.com/fi/podcast/starttalk/id1090725111?mt=2"
"Startup Radio","http://www.radiohelsinki.fi/feed/?post_type=rh_podcast&rh_program_id=50181","https://itunes.apple.com/fi/podcast/startup-radio/id1277064752?mt=2"
"Steal my job","http://cms.podcastit.me/podcast/stealmyjob/feed/","https://itunes.apple.com/fi/podcast/steal-my-job/id1276132966?mt=2"
"Studio Street - Vieraissa","http://feeds.soundcloud.com/users/soundcloud:users:253313854/sounds.rss",
"Stunned Podcast","http://feeds.soundcloud.com/users/soundcloud:users:216918197/sounds.rss",
"Sulopuisto-Onninen-Arnkil","http://jakso.fi/podcastit/soacast/feed","https://itunes.apple.com/fi/podcast/sulopuisto-onninen-arnkil/id1043949453?mt=2&ls=1&at=1000lwWI"
"Suomen Kuvalehti","http://suomenkuvalehti.fi/kategoria/podcast/feed/podcast/","https://itunes.apple.com/fi/podcast/suomen-kuvalehti/id1164414248?mt=2"
"Suomi mainittu! Ulkoministeriön podcast","http://feeds.soundcloud.com/users/soundcloud:users:383667494/sounds.rss","https://itunes.apple.com/us/podcast/suomi-mainittu-ulkoministeri%C3%B6n-podcast/id1336971015?mt=2"
"Suomi.fi","http://cms.podcastit.me/podcast/suomifi/feed/","https://itunes.apple.com/fi/podcast/suomi-fi/id1280512901?mt=2"
"Suomidigi","https://cms.podcastit.me/podcast/suomidigi/feed/","https://itunes.apple.com/fi/podcast/suomidigi/id1378977523?mt=2&ls=1#episodeGuid=http%3A%2F%2Fcms.podcastit.me%2F%3Fp%3D349"
"Surfer Of Life","http://shoutengine.com/SurferOfLife.xml","https://itunes.apple.com/fi/podcast/surfer-of-life/id1272668438?mt=2"
"Suuri hesalainen kirjakerho","http://www.radiohelsinki.fi/feed/?post_type=rh_podcast&rh_program_id=12123",
"Takakansi - podcast kirjoista ja lukemisesta","http://feeds.soundcloud.com/users/soundcloud:users:381159740/sounds.rss",
"Takapölkky Podcast","http://feeds.soundcloud.com/users/soundcloud:users:280236295/sounds.rss",
"Taking a Turn","https://cms.podcastit.me/podcast/taking-a-turn/feed/","https://itunes.apple.com/fi/podcast/taking-a-turn/id1390561326?mt=2&ls=1#episodeGuid=http%3A%2F%2Fcms.podcastit.me%2F%3Fp%3D393"
"Talousgurut","http://feeds.soundcloud.com/users/soundcloud:users:456107877/sounds.rss",
"Tangentti","https://www.konsolifin.net/podcast/tangentti.rss",
"Tapani Aulu","http://feeds.soundcloud.com/users/soundcloud:users:42116772/sounds.rss",
"Tarina","http://jakso.fi/podcastit/tarina/feed","https://itunes.apple.com/us/podcast/tarina/id1290784397?mt=2"
"Taskupuhelu","http://feeds.feedburner.com/taskupuhelu","https://itunes.apple.com/fi/podcast/taskupuhelu/id917115216?l=fi&mt=2"
"Terveys Edellä Radio by Sanna Mämmi","http://rss.acast.com/terveysedella","https://itunes.apple.com/us/podcast/terveys-edell%C3%A4-radio-by-sanna-m%C3%A4mmi/id1282617715?mt=2"
"The Ulkopolitist","http://feeds.soundcloud.com/users/soundcloud:users:166395537/sounds.rss",
"The YesFinland Podcast","http://yesfinland.com/feed/podcast",
"Tiedeykkönen Extra","https://feeds.yle.fi/areena/v1/series/1-4039204.rss?lang=fi&downloadable=true",
"Time to Shine Podcast : Public speaking | Communication skills | Storytelling","http://www.timetoshinepodcast.com/feed/podcast/","https://itunes.apple.com/fi/podcast/time-to-shine-podcast/id930870411"
"Tornitus podcast","http://feeds.soundcloud.com/users/soundcloud:users:152420785/sounds.rss","https://itunes.apple.com/fi/podcast/tornitus-podcast/id1121756458"
"Totuuden ammattilaiset","https://cms.podcastit.me/podcast/totuuden-ammattilaiset/feed/","https://itunes.apple.com/fi/podcast/totuuden-ammattilaiset/id1411910820?mt=2&ls=1#episodeGuid=http%3A%2F%2Fcms.podcastit.me%2F%3Fp%3D553"
"Triangeli musiikkipodcast","http://feeds.soundcloud.com/users/soundcloud:users:475078536/sounds.rss",
"Tulevaisuuksien historia","http://feeds.yle.fi/areena/v1/series/1-4161921.rss?lang=fi&downloadable=true",
"Tulevaisuus hanskassa","https://feeds.yle.fi/areena/v1/series/1-4256464.rss?lang=fi&downloadable=true",
"TUNNEAGENTIT","http://feeds.soundcloud.com/users/soundcloud:users:492834420/sounds.rss","https://itunes.apple.com/fi/podcast/tunneagentit/id1435758384?l=fi&mt=2"
"Tuplariimi","http://jakso.fi/podcastit/tuplariimi/feed","https://itunes.apple.com/fi/podcast/tuplariimi/id1167115274?mt=2&at=1000lwWI"
"TV Tutuksi","http://feeds.soundcloud.com/users/soundcloud:users:148728971/sounds.rss","https://itunes.apple.com/fi/podcast/tv-tutuksi/id990617865?l=fi&mt=2"
"Tyyliniekan sisäpiiri","http://rss.acast.com/tyyliniekka","https://itunes.apple.com/fi/podcast/tyyliniekan-sis%C3%A4piiri/id1237313228?mt=2"
"Tyyppimuunnos","http://simplecast.fm/podcasts/370/rss","https://itunes.apple.com/fi/podcast/tyyppimuunnos/id959477744?l=fi&mt=2"
"Työelämän Soihdunkantajat","http://feeds.soundcloud.com/users/soundcloud:users:217447863/sounds.rss",
"Työmaana maailma","https://cms.podcastit.me/podcast/tyomaana-maailma/feed/","https://itunes.apple.com/fi/podcast/ty%C3%B6maana-maailma/id1397382020?mt=2&ls=1#episodeGuid=http%3A%2F%2Fcms.podcastit.me%2F%3Fp%3D441"
"Täytepuheradio","http://feeds.soundcloud.com/users/soundcloud:users:204045806/sounds.rss","https://itunes.apple.com/us/podcast/taytepuheradio/id1081539883?mt=2"
"Uljas","http://feeds.soundcloud.com/users/soundcloud:users:337692296/sounds.rss",
"Unelmaduunarit","http://rss.acast.com/unelmaduunarit","https://itunes.apple.com/us/podcast/unelmaduunarit/id1280891997?mt=2"
"UNIRESEPTI / Johannes Kajava","https://www.uniresepti.fi/feed/podcast",
"UNO podcast","http://feeds.soundcloud.com/users/soundcloud:users:293341337/sounds.rss",
"Urheilucast","http://feeds.soundcloud.com/users/soundcloud:users:514889814/sounds.rss",
"Urheilun ääni","http://feeds.soundcloud.com/users/soundcloud:users:204894308/sounds.rss","https://itunes.apple.com/fi/podcast/urheilun-aani/id1083346767"
"Uusi naapuri","https://koneensaatio.fi/arkisto/podcastit/feed/","https://itunes.apple.com/fi/podcast/uusi-naapuri/id1438098605?l=fi&mt=2"
"Uusimaa urheilutoimituksen podcastit","http://feeds.soundcloud.com/users/soundcloud:users:416495532/sounds.rss",
"Uutisraportti podcast","http://feeds.soundcloud.com/users/soundcloud:users:206661862/sounds.rss",
"Vahvaradio","https://pinecast.com/feed/vahvaradio",
"Vaiheessa","https://www.nordkapp.fi/vaiheessa/vaiheessa-rss.xml","https://itunes.apple.com/fi/podcast/vaiheessa/id1158179011?mt=2"
"Valeäidin nauhoitukset","http://feeds.soundcloud.com/users/soundcloud:users:291883731/sounds.rss",
"Valoaalloilla","http://feeds.soundcloud.com/users/soundcloud:users:211804045/sounds.rss","https://itunes.apple.com/fi/podcast/valoaalloilla/id1096179260?l=fi&mt=2"
"Valopäät -podcast","https://www.spreaker.com/show/3094686/episodes/feed","https://itunes.apple.com/us/podcast/valop%C3%A4%C3%A4t-podcast/id1434408564?mt=2"
"Valtuusto Podcast","https://feeds.soundcloud.com/users/soundcloud:users:311730461/sounds.rss",
"Vapautta ja vastuuta","https://rss.acast.com/vapauttajavastuuta","https://itunes.apple.com/la/podcast/vapautta-ja-vastuuta/id1312804300?mt=2"
"Vepsän käsikirja liftareille","http://liftari.libsyn.com/rss","https://itunes.apple.com/fi/podcast/veps%C3%A4n-k%C3%A4sikirja-liftareille/id1229651048"
"Veronkantaja","http://feeds.soundcloud.com/users/soundcloud:users:323739676/sounds.rss","https://itunes.apple.com/us/podcast/veronkantaja/id1317260444?mt=2"
"Very Finnish Problems","https://feeds.soundcloud.com/users/soundcloud:users:303727516/sounds.rss","https://itunes.apple.com/us/podcast/very-finnish-problems/id1230442329?mt=2"
"Vihreä särmiö","http://feeds.soundcloud.com/users/soundcloud:users:209668529/sounds.rss",
"Viihteellinen aarreaitta","http://www.markkuyp.fi/podcast/feed.xml",
"Vikasietotila","http://feeds.yle.fi/areena/v1/series/1-3356709.rss?lang=fi&downloadable=true","https://itunes.apple.com/fi/podcast/vikasietotila/id1092984919?l=fi&mt=2"
"Vikisijän podcast – Lopeta valittaminen ja aloita tekeminen","https://rss.simplecast.com/podcasts/4063/rss","https://itunes.apple.com/fi/podcast/vikisij%C3%A4n-podcast-lopeta-valittaminen-ja-aloita-tekeminen/id1330184047?l=fi&mt=2"
"VOEMAmedia","http://feeds.soundcloud.com/users/soundcloud:users:223216017/sounds.rss",
"Webbidevaus.fi","https://rss.simplecast.com/podcasts/4497/rss",
"Where IT Meets Business","http://feeds.soundcloud.com/users/soundcloud:users:328113157/sounds.rss",
"Yhteyshenkilöt","http://feeds.soundcloud.com/users/soundcloud:users:300111080/sounds.rss","https://itunes.apple.com/us/podcast/yhteyshenkil%C3%B6t/id1244627267?mt=2"
"Ymmärryspyrkimys","http://www.oleellisuus.info/feed/podcast",
"Ympyrätalon kulmilla","http://feeds.soundcloud.com/users/soundcloud:users:166557/sounds.rss","https://itunes.apple.com/fi/podcast/ympyr%C3%A4talon-kulmilla/id1190974323?l=fi&mt=2"
"Zetapodi","https://rss.simplecast.com/podcasts/7185/rss","https://itunes.apple.com/us/podcast/id1432647306"
"Älyvapaa Ajattelija","https://alyvapaa.fi/feed/podcast/",
"Ääniä kirjastosta - Lahden kirjaston podcast","http://feeds.soundcloud.com/users/soundcloud:users:367111919/sounds.rss",
